% %  1. Title of Database: Abalone data
% %
% %  2. Sources:
% %
% %     (a) Original owners of database:
% %  	Marine Resources Division
% %  	Marine Research Laboratories - Taroona
% %  	Department of Primary Industry and Fisheries, Tasmania
% %  	GPO Box 619F, Hobart, Tasmania 7001, Australia
% %  	(contact: Warwick Nash +61 02 277277, wnash@dpi.tas.gov.au)
% %
% %     (b) Donor of database:
% %  	Sam Waugh (Sam.Waugh@cs.utas.edu.au)
% %  	Department of Computer Science, University of Tasmania
% %  	GPO Box 252C, Hobart, Tasmania 7001, Australia
% %
% %     (c) Date received: December 1995
% %
% %
% %  3. Past Usage:
% %
% %     Sam Waugh (1995) "Extending and benchmarking Cascade-Correlation", PhD
% %     thesis, Computer Science Department, University of Tasmania.
% %
% %     -- Test set performance (final 1044 examples, first 3133 used for training):
% %  	24.86% Cascade-Correlation (no hidden nodes)
% %  	26.25% Cascade-Correlation (5 hidden nodes)
% %  	21.5%  C4.5
% %  	 0.0%  Linear Discriminate Analysis
% %  	 3.57% k=5 Nearest Neighbour
% %        (Problem encoded as a classification task)
% %
% %     -- Data set samples are highly overlapped.  Further information is required
% %  	to separate completely using affine combinations.  Other restrictions
% %  	to data set examined.
% %
% %     David Clark, Zoltan Schreter, Anthony Adams "A Quantitative Comparison of
% %     Dystal and Backpropagation", submitted to the Australian Conference on
% %     Neural Networks (ACNN'96). Data set treated as a 3-category classification
% %     problem (grouping ring classes 1-8, 9 and 10, and 11 on).
% %
% %     -- Test set performance (3133 training, 1044 testing as above):
% %  	64%    Backprop
% %  	55%    Dystal
% %     -- Previous work (Waugh, 1995) on same data set:
% %  	61.40% Cascade-Correlation (no hidden nodes)
% %  	65.61% Cascade-Correlation (5 hidden nodes)
% %  	59.2%  C4.5
% %  	32.57% Linear Discriminate Analysis
% %  	62.46% k=5 Nearest Neighbour
% %
% %
% %  4. Relevant Information Paragraph:
% %
% %     Predicting the age of abalone from physical measurements.  The age of
% %     abalone is determined by cutting the shell through the cone, staining it,
% %     and counting the number of rings through a microscope -- a boring and
% %     time-consuming task.  Other measurements, which are easier to obtain, are
% %     used to predict the age.  Further information, such as weather patterns
% %     and location (hence food availability) may be required to solve the problem.
% %
% %     From the original data examples with missing values were removed (the
% %     majority having the predicted value missing), and the ranges of the
% %     continuous values have been scaled for use with an ANN (by dividing by 200).
% %
% %     Data comes from an original (non-machine-learning) study:
% %
% %  	Warwick J Nash, Tracy L Sellers, Simon R Talbot, Andrew J Cawthorn and
% %  	Wes B Ford (1994) "The Population Biology of Abalone (_Haliotis_
% %  	species) in Tasmania. I. Blacklip Abalone (_H. rubra_) from the North
% %  	Coast and Islands of Bass Strait", Sea Fisheries Division, Technical
% %  	Report No. 48 (ISSN 1034-3288)
% %
% %
% %  5. Number of Instances: 4177
% %
% %
% %  6. Number of Attributes: 8
% %
% %
% %  7. Attribute information:
% %
% %     Given is the attribute name, attribute type, the measurement unit and a
% %     brief description.  The number of rings is the value to predict: either
% %     as a continuous value or as a classification problem.
% %
% %  	Name		Data Type	Meas.	Description
% %  	----		---------	-----	-----------
% %  	Sex		nominal			M, F, and I (infant)
% %  	Length		continuous	mm	Longest shell measurement
% %  	Diameter	continuous	mm	perpendicular to length
% %  	Height		continuous	mm	with meat in shell
% %  	Whole weight	continuous	grams	whole abalone
% %  	Shucked weight	continuous	grams	weight of meat
% %  	Viscera weight	continuous	grams	gut weight (after bleeding)
% %  	Shell weight	continuous	grams	after being dried
% %  	Rings		integer			+1.5 gives the age in years
% %
% %     Statistics for numeric domains:
% %
% %  		Length	Diam	Height	Whole	Shucked	Viscera	Shell	Rings
% %  	Min	0.075	0.055	0.000	0.002	0.001	0.001	0.002	    1
% %  	Max	0.815	0.650	1.130	2.826	1.488	0.760	1.005	   29
% %  	Mean	0.524	0.408	0.140	0.829	0.359	0.181	0.239	9.934
% %  	SD	0.120	0.099	0.042	0.490	0.222	0.110	0.139	3.224
% %  	Correl	0.557	0.575	0.557	0.540	0.421	0.504	0.628	  1.0
% %
% %
% %  8. Missing Attribute Values: None
% %
% %
% %  9. Class Distribution:
% %
% %  	Class	Examples
% %  	-----	--------
% %  	1	1
% %  	2	1
% %  	3	15
% %  	4	57
% %  	5	115
% %  	6	259
% %  	7	391
% %  	8	568
% %  	9	689
% %  	10	634
% %  	11	487
% %  	12	267
% %  	13	203
% %  	14	126
% %  	15	103
% %  	16	67
% %  	17	58
% %  	18	42
% %  	19	32
% %  	20	26
% %  	21	14
% %  	22	6
% %  	23	9
% %  	24	2
% %  	25	1
% %  	26	1
% %  	27	2
% %  	29	1
% %  	-----	----
% %  	Total	4177s
@RELATION abalone

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE V1 {F, I, M}
@ATTRIBUTE V2 NUMERIC
@ATTRIBUTE V3 NUMERIC
@ATTRIBUTE V4 NUMERIC
@ATTRIBUTE V5 NUMERIC
@ATTRIBUTE V6 NUMERIC
@ATTRIBUTE V7 NUMERIC
@ATTRIBUTE V8 NUMERIC
@ATTRIBUTE Class {1, 2, 3}

@DATA
1124,F,0.55,0.43,0.15,0.84,0.395,0.195,0.223,1
1125,M,0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165,2
1126,M,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,2
1127,M,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,1
1128,F,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,1
1129,M,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,1
1130,M,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,2
1132,F,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,2
1133,M,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,2
1134,F,0.57,0.445,0.145,0.8775,0.412,0.217,0.22,1
1135,I,0.57,0.44,0.15,0.755,0.3425,0.16,0.224,1
1136,F,0.575,0.46,0.145,0.9945,0.466,0.229,0.265,1
1137,F,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,2
1138,M,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,2
1139,F,0.575,0.47,0.165,0.869,0.435,0.197,0.238,2
1140,M,0.575,0.455,0.135,0.907,0.4245,0.197,0.26,2
1141,I,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,2
1142,M,0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,2
1143,M,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,2
1145,M,0.58,0.455,0.195,1.859,0.945,0.426,0.441,2
1146,M,0.58,0.445,0.135,0.814,0.3775,0.1915,0.22,2
1147,M,0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,2
1148,M,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,1
1149,F,0.58,0.45,0.155,0.93,0.385,0.246,0.265,2
1150,M,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,2
1151,M,0.585,0.465,0.16,0.9555,0.4595,0.236,0.265,1
1152,M,0.59,0.47,0.15,0.9955,0.481,0.232,0.24,1
1153,F,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,2
1154,M,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,1
1155,F,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,1
1156,M,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,2
1157,F,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,2
1158,M,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,2
1159,M,0.605,0.48,0.17,1.1835,0.582,0.2365,0.317,2
1161,M,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,1
1162,M,0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,2
1163,M,0.61,0.47,0.165,1.052,0.498,0.242,0.267,2
1164,M,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,2
1166,F,0.615,0.475,0.155,1.027,0.447,0.25,0.285,2
1167,M,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,1
1170,F,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,2
1171,M,0.625,0.48,0.185,1.2065,0.587,0.29,0.286,1
1172,M,0.63,0.47,0.155,1.1325,0.589,0.211,0.287,1
1173,M,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,2
1174,F,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,2
1175,M,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,2
1176,M,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,2
1177,F,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,2
1178,F,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,2
1179,M,0.65,0.5,0.155,1.202,0.565,0.3135,0.294,3
1180,M,0.655,0.515,0.16,1.31,0.553,0.369,0.345,3
1181,F,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,2
1183,M,0.665,0.525,0.16,1.363,0.629,0.279,0.34,1
1184,I,0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,2
1185,F,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,2
1186,F,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,3
1187,M,0.685,0.52,0.165,1.519,0.699,0.3685,0.4,2
1188,F,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,2
1189,M,0.69,0.53,0.21,1.583,0.7355,0.405,0.3865,3
1190,F,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,2
1191,M,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,2
1192,M,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,2
1193,M,0.7,0.575,0.19,2.273,1.095,0.418,0.638,3
1195,F,0.705,0.55,0.17,1.219,0.6395,0.236,0.301,2
1196,F,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,3
1197,M,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,3
1198,M,0.715,0.535,0.19,1.6755,0.889,0.313,0.42,2
1199,F,0.72,0.58,0.195,2.103,1.0265,0.48,0.5375,2
1200,F,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,2
1204,M,0.735,0.585,0.185,2.124,0.952,0.55,0.5,3
1205,M,0.745,0.565,0.215,1.931,0.896,0.4585,0.5,3
1206,F,0.75,0.57,0.21,2.236,1.109,0.5195,0.545,3
1207,F,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,3
1208,M,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,2
1209,F,0.78,0.63,0.215,2.657,1.488,0.4985,0.586,3
1210,I,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,1
1211,I,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,1
1212,I,0.25,0.185,0.065,0.0685,0.0295,0.014,0.0225,1
1213,I,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,1
1214,I,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,1
1215,I,0.305,0.215,0.065,0.1075,0.044,0.0205,0.038,1
1216,I,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,1
1217,I,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,1
1218,I,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,1
1219,I,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,1
1220,I,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,1
1221,I,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435,1
1222,I,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,1
1225,I,0.345,0.255,0.085,0.2005,0.105,0.037,0.05,1
1226,I,0.35,0.27,0.075,0.215,0.1,0.036,0.065,1
1227,I,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,1
1228,I,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,1
1229,I,0.365,0.27,0.085,0.1875,0.081,0.042,0.058,1
1230,I,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,1
1231,I,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,1
1232,I,0.37,0.29,0.09,0.2445,0.089,0.0655,0.075,1
1233,I,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,1
1234,I,0.375,0.29,0.095,0.213,0.096,0.041,0.061,1
1235,I,0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,1
1236,I,0.375,0.275,0.09,0.218,0.093,0.0405,0.0755,1
1237,I,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,1
1238,I,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,1
1239,I,0.375,0.27,0.085,0.218,0.0945,0.039,0.07,1
1241,I,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,1
1242,I,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,2
1243,I,0.385,0.28,0.085,0.2175,0.097,0.038,0.067,1
1244,I,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,1
1245,I,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,1
1247,I,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,1
1249,I,0.395,0.27,0.1,0.2985,0.1445,0.061,0.082,1
1250,I,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,1
1251,I,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,1
1252,I,0.41,0.335,0.11,0.33,0.157,0.0705,0.17,1
1253,I,0.42,0.305,0.09,0.328,0.168,0.0615,0.082,1
1255,I,0.425,0.32,0.1,0.3055,0.126,0.06,0.106,1
1256,I,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,1
1257,I,0.43,0.34,0.0,0.428,0.2065,0.086,0.115,1
1258,I,0.43,0.315,0.095,0.378,0.175,0.08,0.1045,1
1259,I,0.435,0.315,0.11,0.3685,0.1615,0.0715,0.12,1
1260,I,0.44,0.34,0.12,0.438,0.2115,0.083,0.12,2
1261,I,0.45,0.33,0.105,0.448,0.208,0.089,0.12,2
1263,F,0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,1
1264,I,0.455,0.33,0.1,0.372,0.358,0.0775,0.11,1
1265,I,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,1
1266,I,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,2
1267,F,0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,1
1268,I,0.465,0.34,0.11,0.346,0.1425,0.073,0.113,3
1269,I,0.47,0.365,0.1,0.411,0.175,0.0855,0.135,1
1270,I,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,1
1271,I,0.47,0.355,0.12,0.393,0.167,0.0885,0.115,1
1272,I,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,1
1273,I,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,1
1274,I,0.475,0.36,0.11,0.492,0.211,0.11,0.15,1
1275,I,0.48,0.37,0.125,0.5435,0.244,0.101,0.165,2
1278,I,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,1
1281,I,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,2
1282,M,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,2
1283,I,0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,2
1284,I,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,2
1285,I,0.5,0.375,0.125,0.5695,0.259,0.124,0.157,1
1286,I,0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,2
1288,I,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,1
1289,I,0.505,0.395,0.105,0.551,0.248,0.103,0.171,1
1290,I,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,1
1291,I,0.515,0.42,0.135,0.711,0.337,0.144,0.205,3
1292,I,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,2
1293,I,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,2
1294,I,0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,2
1295,I,0.525,0.4,0.125,0.6965,0.369,0.1385,0.164,2
1296,M,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,2
1298,I,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,2
1299,I,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189,2
1300,I,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,2
1302,I,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,1
1306,I,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,2
1307,I,0.545,0.435,0.135,0.7715,0.372,0.148,0.227,1
1309,I,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,2
1310,I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,1
1312,F,0.55,0.405,0.125,0.651,0.2965,0.137,0.2,2
1313,M,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,2
1315,I,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,2
1316,M,0.555,0.44,0.14,0.8705,0.407,0.156,0.255,2
1317,I,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,2
1320,I,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,2
1321,I,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,2
1322,F,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,2
1323,I,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,2
1324,I,0.565,0.44,0.175,0.8735,0.414,0.21,0.21,3
1326,M,0.565,0.445,0.15,0.796,0.3635,0.184,0.219,1
1327,M,0.565,0.39,0.125,0.744,0.352,0.13,0.1685,3
1328,I,0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215,2
1330,F,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,2
1334,F,0.575,0.42,0.135,0.857,0.461,0.147,0.2125,2
1336,M,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,2
1337,M,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,2
1338,M,0.58,0.455,0.135,0.7955,0.405,0.167,0.204,2
1339,F,0.58,0.445,0.15,0.858,0.4,0.156,0.253,1
1340,M,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,2
1343,M,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,2
1344,M,0.585,0.47,0.165,1.409,0.8,0.229,0.295,2
1345,M,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,2
1346,M,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,1
1348,M,0.59,0.47,0.18,1.187,0.5985,0.227,0.31,2
1349,M,0.59,0.455,0.155,0.8855,0.388,0.188,0.275,2
1350,F,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,2
1351,F,0.595,0.465,0.155,1.026,0.4645,0.112,0.305,3
1352,M,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,2
1353,M,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,3
1354,I,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,2
1355,F,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,3
1356,F,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,2
1357,M,0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,3
1359,M,0.605,0.49,0.14,0.9755,0.419,0.206,0.315,2
1360,I,0.605,0.435,0.13,0.9025,0.432,0.174,0.26,3
1361,F,0.605,0.475,0.175,1.076,0.463,0.2195,0.335,2
1362,F,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,3
1363,M,0.61,0.45,0.15,0.871,0.407,0.1835,0.25,2
1364,M,0.61,0.48,0.165,1.244,0.6345,0.257,0.305,3
1365,M,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,2
1366,I,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286,2
1367,M,0.61,0.48,0.17,1.137,0.4565,0.29,0.347,2
1368,M,0.61,0.46,0.16,1.0,0.494,0.197,0.275,2
1369,F,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,2
1370,M,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,2
1371,M,0.615,0.5,0.17,1.054,0.4845,0.228,0.295,2
1373,M,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,2
1374,M,0.615,0.48,0.175,1.118,0.446,0.3195,0.3,2
1375,F,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,2
1376,M,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,2
1377,M,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,3
1378,F,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,2
1380,M,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,2
1381,F,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,3
1382,F,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,2
1384,F,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,2
1385,I,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,3
1388,M,0.63,0.495,0.16,1.093,0.497,0.221,0.315,3
1390,F,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,2
1391,F,0.635,0.495,0.175,1.211,0.707,0.2725,0.323,2
1392,M,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,2
1393,M,0.635,0.51,0.155,0.986,0.405,0.2255,0.31,2
1395,M,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,2
1396,M,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,3
1397,M,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,2
1398,M,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,3
1399,F,0.65,0.505,0.165,1.16,0.4785,0.274,0.349,3
1400,F,0.65,0.59,0.22,1.662,0.77,0.378,0.435,3
1402,M,0.65,0.51,0.19,1.542,0.7155,0.3735,0.375,2
1403,F,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,2
1404,F,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,2
1405,M,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,3
1406,F,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,2
1407,M,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,2
1408,F,0.66,0.495,0.21,1.548,0.724,0.3525,0.3925,2
1409,F,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,2
1410,F,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,2
1411,F,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,3
1412,F,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,2
1413,M,0.675,0.545,0.185,1.7375,0.876,0.3135,0.469,3
1414,M,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,2
1415,F,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,3
1416,F,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,3
1417,M,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,2
1418,M,0.705,0.555,0.215,2.141,1.0465,0.383,0.528,3
1419,F,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,3
1420,F,0.71,0.55,0.17,1.614,0.743,0.345,0.45,3
1421,F,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,3
1422,M,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,3
1423,F,0.725,0.6,0.2,1.737,0.697,0.3585,0.595,3
1424,F,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,3
1425,F,0.735,0.565,0.205,2.1275,0.949,0.46,0.565,3
1426,F,0.745,0.57,0.215,2.25,1.1565,0.446,0.558,2
1427,F,0.75,0.61,0.235,2.5085,1.232,0.519,0.612,3
1429,I,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,1
1431,I,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605,1
1432,I,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,1
1434,I,0.375,0.28,0.085,0.3155,0.187,0.046,0.067,1
1435,I,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,1
1436,I,0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765,1
1437,I,0.4,0.29,0.11,0.329,0.188,0.0455,0.0825,1
1438,I,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,1
1439,I,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,1
1440,I,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,1
1441,I,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,1
1442,I,0.41,0.32,0.095,0.2905,0.141,0.063,0.073,1
1443,M,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,2
1444,I,0.425,0.34,0.105,0.389,0.2015,0.0905,0.088,1
1445,I,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,1
1446,I,0.44,0.34,0.105,0.369,0.164,0.08,0.1015,1
1447,M,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,1
1448,I,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,2
1450,I,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,1
1451,I,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,1
1452,I,0.47,0.345,0.14,0.4615,0.229,0.1105,0.116,2
1453,I,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,1
1454,I,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,1
1455,M,0.475,0.37,0.125,0.649,0.347,0.136,0.142,1
1456,I,0.475,0.365,0.115,0.459,0.2175,0.093,0.1165,1
1457,F,0.475,0.365,0.115,0.566,0.281,0.117,0.1335,1
1459,I,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,1
1461,M,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,1
1462,F,0.495,0.38,0.12,0.573,0.2655,0.1285,0.144,1
1465,I,0.515,0.395,0.125,0.556,0.2695,0.096,0.17,1
1467,I,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,1
1468,M,0.52,0.4,0.125,0.559,0.254,0.139,0.149,1
1470,I,0.53,0.43,0.13,0.7045,0.346,0.1415,0.189,2
1472,F,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,2
1474,M,0.55,0.425,0.16,0.793,0.343,0.2035,0.215,2
1475,F,0.56,0.43,0.15,0.8745,0.453,0.161,0.22,1
1476,F,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,2
1477,M,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,1
1478,M,0.575,0.465,0.15,1.08,0.595,0.2065,0.238,2
1479,M,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,1
1480,F,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,2
1482,M,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335,1
1483,M,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,1
1484,F,0.59,0.465,0.15,1.151,0.613,0.239,0.2515,2
1485,F,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275,1
1486,F,0.595,0.455,0.16,1.04,0.452,0.2655,0.288,2
1487,M,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,1
1488,M,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,2
1490,F,0.605,0.485,0.16,1.201,0.417,0.2875,0.38,2
1491,F,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,2
1492,F,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,3
1494,M,0.62,0.485,0.155,1.049,0.462,0.231,0.25,2
1495,F,0.62,0.435,0.155,1.012,0.477,0.236,0.275,1
1496,M,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,2
1497,M,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,2
1498,M,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,3
1499,M,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,2
1500,F,0.63,0.5,0.175,1.1105,0.467,0.268,0.329,2
