@RELATION titanic

@ATTRIBUTE pclass NUMERIC
@ATTRIBUTE sex {female, male}
@ATTRIBUTE age NUMERIC
@ATTRIBUTE sibsp NUMERIC
@ATTRIBUTE parch NUMERIC
@ATTRIBUTE ticket STRING
@ATTRIBUTE fare NUMERIC
@ATTRIBUTE cabin STRING
@ATTRIBUTE embarked {C, Q, S}
@ATTRIBUTE boat STRING
@ATTRIBUTE body NUMERIC
@ATTRIBUTE home.dest STRING
@ATTRIBUTE survived {0, 1}

@DATA
3.0,male,?,0.0,0.0,'1601',56.4958,?,S,C,?,?,1
3.0,female,18.0,0.0,0.0,'365226',6.75,?,Q,?,?,?,0
3.0,female,26.0,0.0,0.0,'STON/O2. 3101282',7.925,?,S,?,?,?,1
3.0,female,23.0,0.0,0.0,'STON/O2. 3101290',7.925,?,S,?,?,?,0
3.0,female,22.0,0.0,0.0,'7548',8.9625,?,S,C,?,?,1
3.0,male,28.0,0.0,0.0,'349243',7.8958,?,S,?,306.0,?,0
3.0,female,28.0,0.0,0.0,'347086',7.775,?,S,?,?,?,0
3.0,female,?,0.0,0.0,'382649',7.75,?,Q,?,?,?,0
3.0,female,2.0,0.0,1.0,'3101298',12.2875,?,S,15,?,?,1
3.0,female,22.0,1.0,1.0,'3101298',12.2875,?,S,15,?,?,1
3.0,male,43.0,0.0,0.0,'C 7075',6.45,?,S,?,?,?,0
3.0,male,28.0,0.0,0.0,'C 4001',22.525,?,S,?,?,?,0
3.0,female,27.0,0.0,0.0,'STON/O2. 3101283',7.925,?,S,?,?,?,1
3.0,male,?,0.0,0.0,'370377',7.75,?,Q,?,?,?,0
3.0,female,?,0.0,0.0,'A. 2. 39186',08.05,?,S,C,?,?,1
3.0,male,42.0,0.0,0.0,'348121',7.65,'F G63',S,?,120.0,?,0
3.0,male,?,0.0,0.0,'3470',7.8875,?,S,C,?,?,1
3.0,male,30.0,0.0,0.0,'2685',7.2292,?,C,?,?,?,0
3.0,male,?,0.0,0.0,'349220',7.8958,?,S,?,?,?,0
3.0,female,27.0,1.0,0.0,'STON/O2. 3101270',7.925,?,S,?,?,?,0
3.0,female,25.0,1.0,0.0,'STON/O2. 3101271',7.925,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'349201',7.8958,?,S,?,?,?,0
3.0,male,29.0,0.0,0.0,'349240',7.8958,?,C,15,?,?,1
3.0,male,21.0,0.0,0.0,'350034',7.7958,?,S,A,?,?,1
3.0,male,?,0.0,0.0,'SOTON/O.Q. 3101305',07.05,?,S,?,?,?,0
3.0,male,20.0,0.0,0.0,'350050',7.8542,?,S,?,?,?,0
3.0,male,48.0,0.0,0.0,'350047',7.8542,?,S,?,?,?,0
3.0,male,17.0,1.0,0.0,'350048',7.0542,?,S,?,?,?,0
3.0,female,?,0.0,0.0,'14313',7.75,?,Q,D,?,?,1
3.0,male,?,0.0,0.0,'65306',8.1125,?,S,13,?,?,1
3.0,male,34.0,0.0,0.0,'3101264',6.4958,?,S,?,143.0,?,0
3.0,male,26.0,0.0,0.0,'347070',7.775,?,S,15,?,?,1
3.0,male,22.0,0.0,0.0,'350052',7.7958,?,S,?,156.0,?,0
3.0,male,33.0,0.0,0.0,'7540',8.6542,?,S,?,285.0,?,0
3.0,male,31.0,0.0,0.0,'347063',7.775,?,S,?,?,?,0
3.0,male,29.0,0.0,0.0,'347467',7.8542,?,S,?,?,?,0
3.0,male,4.0,1.0,1.0,'347742',11.1333,?,S,15,?,?,1
3.0,female,1.0,1.0,1.0,'347742',11.1333,?,S,15,?,?,1
3.0,male,49.0,0.0,0.0,'LINE',0.0,?,S,?,?,?,0
3.0,male,33.0,0.0,0.0,'347062',7.775,?,S,?,37.0,?,0
3.0,male,19.0,0.0,0.0,'LINE',0.0,?,S,?,?,?,0
3.0,female,27.0,0.0,2.0,'347742',11.1333,?,S,15,?,?,1
3.0,male,?,1.0,2.0,'W./C. 6607',23.45,?,S,?,?,?,0
3.0,female,?,1.0,2.0,'W./C. 6607',23.45,?,S,?,?,?,0
3.0,male,?,1.0,2.0,'W./C. 6607',23.45,?,S,?,?,?,0
3.0,female,?,1.0,2.0,'W./C. 6607',23.45,?,S,?,?,?,0
3.0,male,23.0,0.0,0.0,'349204',7.8958,?,S,?,?,?,0
3.0,male,32.0,0.0,0.0,'350417',7.8542,?,S,15,?,?,1
3.0,male,27.0,0.0,0.0,'350408',7.8542,?,S,?,?,?,0
3.0,female,20.0,1.0,0.0,'4136',9.825,?,S,?,?,?,0
3.0,female,21.0,1.0,0.0,'4137',9.825,?,S,?,?,?,0
3.0,male,32.0,0.0,0.0,'STON/O 2. 3101286',7.925,?,S,15,?,?,1
3.0,male,17.0,0.0,0.0,'STON/O 2. 3101274',7.125,?,S,?,?,?,0
3.0,male,21.0,0.0,0.0,'8475',8.4333,?,S,?,?,?,0
3.0,male,30.0,0.0,0.0,'349246',7.8958,?,S,?,?,?,0
3.0,male,21.0,0.0,0.0,'350053',7.7958,?,S,13,?,?,1
3.0,male,33.0,0.0,0.0,'347465',7.8542,?,S,?,?,?,0
3.0,male,22.0,0.0,0.0,'350060',7.5208,?,S,?,?,?,0
3.0,female,4.0,0.0,1.0,'349256',13.4167,?,C,15,?,?,1
3.0,male,39.0,0.0,1.0,'349256',13.4167,?,C,15,?,?,1
3.0,male,?,0.0,0.0,'2700',7.2292,?,C,?,?,?,0
3.0,male,18.5,0.0,0.0,'2682',7.2292,?,C,?,58.0,?,0
3.0,male,?,0.0,0.0,'12460',7.75,?,Q,?,?,?,0
3.0,male,?,0.0,0.0,'323592',7.25,?,S,A,?,?,0
3.0,female,?,0.0,0.0,'9234',7.75,?,Q,16,?,?,1
3.0,female,?,0.0,0.0,'14312',7.75,?,Q,D,?,?,1
3.0,male,34.5,0.0,0.0,'330911',7.8292,?,Q,?,70.0,?,0
3.0,male,44.0,0.0,0.0,'363592',08.05,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'368783',7.75,?,Q,?,?,?,1
3.0,male,?,1.0,0.0,'2660',14.4542,?,C,?,?,?,0
3.0,female,?,1.0,0.0,'2660',14.4542,?,C,?,?,?,0
3.0,male,?,1.0,0.0,'367227',7.75,?,Q,?,?,?,0
3.0,male,?,1.0,0.0,'367229',7.75,?,Q,?,?,?,0
3.0,male,?,0.0,0.0,'36865',7.7375,?,Q,?,?,?,0
3.0,female,22.0,2.0,0.0,'315152',8.6625,?,S,?,?,?,0
3.0,male,26.0,2.0,0.0,'315151',8.6625,?,S,?,?,?,0
3.0,female,4.0,0.0,2.0,'315153',22.025,?,S,2,?,?,1
3.0,male,29.0,3.0,1.0,'315153',22.025,?,S,2,?,?,1
3.0,female,26.0,1.0,1.0,'315153',22.025,?,S,2,?,?,1
3.0,female,1.0,1.0,1.0,'350405',12.1833,?,S,?,?,?,0
3.0,male,18.0,1.0,1.0,'350404',7.8542,?,S,?,?,?,0
3.0,female,36.0,0.0,2.0,'350405',12.1833,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'349253',7.8958,?,C,?,?,?,0
3.0,male,25.0,0.0,0.0,'2654',7.2292,'F E57',C,10,?,?,1
3.0,male,?,0.0,0.0,'2624',7.225,?,C,?,?,?,0
3.0,female,37.0,0.0,0.0,'4135',9.5875,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'349217',7.8958,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'1601',56.4958,?,S,C,?,?,1
3.0,male,?,0.0,0.0,'1601',56.4958,?,S,?,?,?,0
3.0,female,22.0,0.0,0.0,'C 7077',7.25,?,S,13,?,?,1
3.0,male,?,0.0,0.0,'7935',7.75,?,Q,?,?,?,0
3.0,male,26.0,0.0,0.0,'1601',56.4958,?,S,14,?,?,1
3.0,male,29.0,0.0,0.0,'7545',9.4833,?,S,?,?,?,0
3.0,male,29.0,0.0,0.0,'347067',7.775,?,S,?,?,?,0
3.0,male,22.0,0.0,0.0,'347065',7.775,?,S,?,?,?,0
3.0,male,22.0,0.0,0.0,'2620',7.225,?,C,6,?,?,1
3.0,male,?,3.0,1.0,'4133',25.4667,?,S,?,?,?,0
3.0,female,?,3.0,1.0,'4133',25.4667,?,S,?,?,?,0
3.0,female,?,3.0,1.0,'4133',25.4667,?,S,?,?,?,0
3.0,female,?,3.0,1.0,'4133',25.4667,?,S,?,?,?,0
3.0,female,?,0.0,4.0,'4133',25.4667,?,S,?,?,?,0
3.0,male,32.0,0.0,0.0,'STON/O 2. 3101292',7.925,?,S,?,?,?,0
3.0,male,34.5,0.0,0.0,'2683',6.4375,?,C,?,196.0,?,0
3.0,female,?,1.0,0.0,'370371',15.5,?,Q,?,?,?,0
3.0,male,?,1.0,0.0,'370371',15.5,?,Q,?,?,?,0
3.0,male,36.0,0.0,0.0,'LINE',0.0,?,S,?,?,?,0
3.0,male,39.0,0.0,0.0,'A/4 48871',24.15,?,S,?,?,?,0
3.0,male,24.0,0.0,0.0,'345781',9.5,?,S,?,?,?,0
3.0,female,25.0,0.0,0.0,'347071',7.775,?,S,?,?,?,0
3.0,female,45.0,0.0,0.0,'347073',7.75,?,S,?,?,?,0
3.0,male,36.0,1.0,0.0,'349910',15.55,?,S,A,?,?,0
3.0,female,30.0,1.0,0.0,'349910',15.55,?,S,A,?,?,0
3.0,male,20.0,1.0,0.0,'STON/O 2. 3101285',7.925,?,S,15,?,?,1
3.0,male,?,0.0,0.0,'330971',7.8792,?,Q,?,?,?,0
3.0,male,28.0,0.0,0.0,'1601',56.4958,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'S.O./P.P. 251',7.55,?,S,?,?,?,0
3.0,male,30.0,1.0,0.0,'A/5. 3336',16.1,?,S,?,?,?,0
3.0,female,26.0,1.0,0.0,'A/5. 3336',16.1,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'1222',7.8792,?,S,?,153.0,?,0
3.0,male,20.5,0.0,0.0,'A/5 21173',7.25,?,S,?,?,?,0
3.0,male,27.0,0.0,0.0,'315098',8.6625,?,S,15,?,?,1
3.0,male,51.0,0.0,0.0,'347743',7.0542,?,S,?,?,?,0
3.0,female,23.0,0.0,0.0,'347469',7.8542,?,S,10,?,?,1
3.0,male,32.0,0.0,0.0,'350403',7.5792,?,S,15,?,?,1
3.0,male,?,0.0,0.0,'349235',7.8958,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'C.A. 42795',7.55,?,S,?,?,?,0
3.0,female,?,0.0,0.0,'370370',7.75,?,Q,15,?,?,1
3.0,male,24.0,0.0,0.0,'C 17369',7.1417,?,S,13,?,?,1
3.0,male,22.0,0.0,0.0,'STON/O 2. 3101275',7.125,?,S,?,?,?,0
3.0,female,?,0.0,0.0,'330924',7.8792,?,Q,?,?,?,0
3.0,male,?,0.0,0.0,'AQ/4 3130',7.75,?,Q,?,?,?,0
3.0,male,?,0.0,0.0,'A/S 2816',08.05,?,S,?,?,?,0
3.0,male,29.0,0.0,0.0,'STON/O 2. 3101268',7.925,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'2677',7.2292,?,C,15,?,?,1
3.0,female,30.5,0.0,0.0,'364850',7.75,?,Q,?,61.0,?,0
3.0,female,?,0.0,0.0,'36866',7.7375,?,Q,16,?,?,1
3.0,male,?,0.0,0.0,'2655',7.2292,'F E46',C,?,?,?,0
3.0,male,35.0,0.0,0.0,'349213',7.8958,?,C,?,?,?,0
3.0,male,33.0,0.0,0.0,'349257',7.8958,?,S,?,?,?,0
3.0,female,?,0.0,0.0,'2649',7.225,?,C,C,?,?,1
3.0,male,?,0.0,0.0,'349255',7.8958,?,C,?,?,?,0
3.0,female,?,0.0,0.0,'383123',7.75,?,Q,'15 16',?,?,1
3.0,male,?,0.0,0.0,'367228',7.75,?,Q,?,?,?,1
3.0,female,?,2.0,0.0,'367226',23.25,?,Q,16,?,?,1
3.0,female,?,2.0,0.0,'367226',23.25,?,Q,16,?,?,1
3.0,male,?,2.0,0.0,'367226',23.25,?,Q,16,?,?,1
3.0,female,?,0.0,0.0,'330932',7.7875,?,Q,13,?,?,1
3.0,male,?,0.0,0.0,'36568',15.5,?,Q,?,?,?,0
3.0,female,?,0.0,0.0,'330931',7.8792,?,Q,13,?,?,1
3.0,female,15.0,0.0,0.0,'330923',8.0292,?,Q,?,?,?,1
3.0,female,35.0,0.0,0.0,'9232',7.75,?,Q,?,?,?,0
3.0,male,?,0.0,0.0,'370372',7.75,?,Q,?,?,?,0
3.0,male,24.0,1.0,0.0,'376566',16.1,?,S,?,?,?,0
3.0,female,19.0,1.0,0.0,'376566',16.1,?,S,?,53.0,?,0
3.0,female,?,0.0,0.0,'370368',7.75,?,Q,?,?,?,0
3.0,female,?,0.0,0.0,'SOTON/O.Q. 392087',08.05,?,S,?,?,?,0
3.0,female,?,0.0,0.0,'343095',08.05,?,S,?,?,?,0
3.0,male,55.5,0.0,0.0,'A.5. 11206',08.05,?,S,?,201.0,?,0
3.0,male,?,0.0,0.0,'368703',7.75,?,Q,?,?,?,0
3.0,male,21.0,0.0,0.0,'345501',7.775,?,S,15,?,?,1
3.0,male,?,0.0,0.0,'359306',08.05,?,S,?,?,?,0
3.0,male,24.0,0.0,0.0,'349233',7.8958,?,S,?,?,?,0
3.0,male,21.0,0.0,0.0,'349211',7.8958,?,S,?,?,?,0
3.0,male,28.0,0.0,0.0,'349207',7.8958,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'349221',7.8958,?,S,?,?,?,0
3.0,female,?,0.0,0.0,'330980',7.8792,?,Q,16,?,?,1
3.0,male,25.0,0.0,0.0,'348123',7.65,'F G73',S,?,309.0,?,0
3.0,male,6.0,0.0,1.0,'392096',12.475,E121,S,14,?,?,1
3.0,female,27.0,0.0,1.0,'392096',12.475,E121,S,14,?,?,1
3.0,male,?,0.0,0.0,'A4. 54510',08.05,?,S,?,?,?,0
3.0,female,?,1.0,0.0,'371110',24.15,?,Q,16,?,?,1
3.0,male,?,1.0,0.0,'371110',24.15,?,Q,?,?,?,0
3.0,male,?,0.0,0.0,'330877',8.4583,?,Q,?,?,?,0
3.0,male,34.0,0.0,0.0,'364506',08.05,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'372622',7.75,?,Q,?,?,?,0
3.0,male,?,0.0,0.0,'312991',7.775,?,S,B,?,?,1
3.0,male,?,1.0,1.0,'2661',15.2458,?,C,C,?,?,1
3.0,male,?,1.0,1.0,'2661',15.2458,?,C,C,?,?,1
3.0,female,?,0.0,2.0,'2661',15.2458,?,C,C,?,?,1
3.0,female,?,0.0,0.0,'2626',7.2292,?,C,?,?,?,1
3.0,male,?,0.0,0.0,'374746',08.05,?,S,?,?,?,0
3.0,female,?,0.0,0.0,'35852',7.7333,?,Q,16,?,?,1
3.0,female,24.0,0.0,0.0,'382653',7.75,?,Q,15,?,?,1
3.0,male,?,0.0,0.0,'A./5. 3235',08.05,?,S,?,?,?,0
3.0,female,?,1.0,0.0,'367230',15.5,?,Q,16,?,?,1
3.0,female,?,1.0,0.0,'367230',15.5,?,Q,16,?,?,1
3.0,female,?,0.0,0.0,'36568',15.5,?,Q,16,?,?,1
3.0,male,18.0,0.0,0.0,'347078',7.75,?,S,?,?,?,0
3.0,male,22.0,0.0,0.0,'349206',7.8958,?,S,?,?,?,0
3.0,female,15.0,0.0,0.0,'2667',7.225,?,C,C,?,?,1
3.0,female,1.0,0.0,2.0,'2653',15.7417,?,C,C,?,?,1
3.0,male,20.0,1.0,1.0,'2653',15.7417,?,C,C,?,?,1
3.0,female,19.0,1.0,1.0,'2653',15.7417,?,C,C,?,?,1
3.0,male,33.0,0.0,0.0,'A./5. 3338',08.05,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'349218',7.8958,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'2652',7.2292,?,C,?,?,?,0
3.0,female,?,0.0,0.0,'365237',7.75,?,Q,?,?,?,0
3.0,male,?,0.0,0.0,'349234',7.8958,?,S,?,?,?,0
3.0,male,12.0,1.0,0.0,'2651',11.2417,?,C,C,?,?,1
3.0,female,14.0,1.0,0.0,'2651',11.2417,?,C,C,?,?,1
3.0,female,29.0,0.0,0.0,'3101297',7.925,?,S,?,?,?,0
3.0,male,28.0,0.0,0.0,'363611',08.05,?,S,?,?,?,0
3.0,female,18.0,0.0,0.0,'347066',7.775,?,S,D,?,?,1
3.0,female,26.0,0.0,0.0,'347470',7.8542,?,S,13,?,?,1
3.0,male,21.0,0.0,0.0,'350410',7.8542,?,S,?,?,?,0
3.0,male,41.0,0.0,0.0,'SOTON/O2 3101272',7.125,?,S,?,?,'Finland Sudbury ON',0
3.0,male,39.0,0.0,0.0,'STON/O 2. 3101289',7.925,?,S,9,?,?,1
3.0,male,21.0,0.0,0.0,'A/4. 39886',7.8,?,S,?,?,?,0
3.0,male,28.5,0.0,0.0,'2697',7.2292,?,C,?,181.0,?,0
3.0,female,22.0,0.0,0.0,'347081',7.75,?,S,13,?,?,1
3.0,male,61.0,0.0,0.0,'345364',6.2375,?,S,?,?,?,0
3.0,male,?,1.0,0.0,'370365',15.5,?,Q,?,?,?,0
3.0,male,?,0.0,0.0,'330979',7.8292,?,Q,?,?,?,0
3.0,female,?,1.0,0.0,'370365',15.5,?,Q,?,?,?,1
3.0,male,?,0.0,0.0,'334912',7.7333,?,Q,?,?,?,0
3.0,male,?,0.0,0.0,'371060',7.75,?,Q,?,?,?,0
3.0,male,?,0.0,0.0,'366713',7.75,?,Q,?,?,?,0
3.0,male,23.0,0.0,0.0,'7267',9.225,?,S,?,?,?,0
3.0,female,?,0.0,0.0,'364856',7.75,?,Q,?,?,?,0
3.0,female,?,0.0,0.0,'14311',7.75,?,Q,D,?,?,1
3.0,female,?,0.0,0.0,'330959',7.8792,?,Q,?,?,?,1
3.0,female,22.0,0.0,0.0,'347085',7.775,?,S,C,?,?,1
3.0,male,?,0.0,0.0,'368402',7.75,?,Q,B,?,?,1
3.0,female,?,0.0,0.0,'330919',7.8292,?,Q,13,?,?,1
3.0,male,9.0,0.0,1.0,'C 17368',3.1708,?,S,13,?,?,1
3.0,male,28.0,0.0,0.0,'C 4001',22.525,?,S,?,173.0,?,0
3.0,male,42.0,0.0,1.0,'4579',8.4042,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'Fa 265302',7.3125,?,S,?,?,?,0
3.0,female,31.0,0.0,0.0,'350407',7.8542,?,S,?,?,?,0
3.0,male,28.0,0.0,0.0,'347464',7.8542,?,S,?,?,?,0
3.0,male,32.0,0.0,0.0,'347079',7.775,?,S,A,?,?,1
3.0,male,20.0,0.0,0.0,'6563',9.225,?,S,?,89.0,'Oslo Norway Cameron',0
3.0,female,23.0,0.0,0.0,'315085',8.6625,?,S,?,?,?,0
3.0,female,20.0,0.0,0.0,'315096',8.6625,?,S,?,?,?,0
3.0,male,20.0,0.0,0.0,'315094',8.6625,?,S,?,?,?,0
3.0,male,16.0,0.0,0.0,'7534',9.2167,?,S,?,?,?,0
3.0,female,31.0,0.0,0.0,'349244',8.6833,?,S,?,?,?,1
3.0,female,?,0.0,0.0,'330909',7.6292,?,Q,?,?,?,0
3.0,male,2.0,3.0,1.0,'349909',21.075,?,S,?,4.0,?,0
3.0,male,6.0,3.0,1.0,'349909',21.075,?,S,?,?,?,0
3.0,female,3.0,3.0,1.0,'349909',21.075,?,S,?,?,?,0
3.0,female,8.0,3.0,1.0,'349909',21.075,?,S,?,?,?,0
3.0,female,29.0,0.0,4.0,'349909',21.075,?,S,?,206.0,?,0
3.0,male,1.0,4.0,1.0,'3101295',39.6875,?,S,?,?,?,0
3.0,male,7.0,4.0,1.0,'3101295',39.6875,?,S,?,?,?,0
3.0,male,2.0,4.0,1.0,'3101295',39.6875,?,S,?,?,?,0
3.0,male,16.0,4.0,1.0,'3101295',39.6875,?,S,?,?,?,0
3.0,male,14.0,4.0,1.0,'3101295',39.6875,?,S,?,?,?,0
3.0,female,41.0,0.0,5.0,'3101295',39.6875,?,S,?,?,?,0
3.0,male,21.0,0.0,0.0,'315097',8.6625,?,S,?,?,?,0
3.0,male,19.0,0.0,0.0,'358585',14.5,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'3411',8.7125,?,C,?,?,?,0
3.0,male,32.0,0.0,0.0,'349242',7.8958,?,S,?,?,?,0
3.0,male,0.75,1.0,1.0,'SOTON/O.Q. 3101315',13.775,?,S,?,?,?,0
3.0,female,3.0,1.0,1.0,'SOTON/O.Q. 3101315',13.775,?,S,?,?,?,0
3.0,female,26.0,0.0,2.0,'SOTON/O.Q. 3101315',13.775,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'343271',7.0,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'345498',7.775,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'A/5 2817',08.05,?,S,?,?,?,0
3.0,male,21.0,0.0,0.0,'STON/O 2. 3101294',7.925,?,S,?,?,?,0
3.0,male,25.0,0.0,0.0,'STON/O 2. 3101291',7.925,?,S,?,?,?,0
3.0,male,22.0,0.0,0.0,'A/5 21174',7.25,?,S,?,?,?,0
3.0,male,25.0,1.0,0.0,'347083',7.775,?,S,15,?,?,1
3.0,male,?,1.0,1.0,'2668',22.3583,?,C,C,?,?,1
3.0,female,?,1.0,1.0,'2668',22.3583,'F E69',C,D,?,?,1
3.0,female,?,0.0,2.0,'2668',22.3583,?,C,D,?,?,1
3.0,female,?,0.0,0.0,'330935',8.1375,?,Q,?,?,?,0
3.0,male,24.0,0.0,0.0,'342441',08.05,?,S,?,?,?,0
3.0,female,28.0,0.0,0.0,'349245',7.8958,?,S,?,?,?,0
3.0,male,19.0,0.0,0.0,'349212',7.8958,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'349215',7.8958,?,S,?,?,?,0
3.0,male,25.0,1.0,0.0,'347076',7.775,?,S,?,?,?,0
3.0,female,18.0,0.0,0.0,'347087',7.775,?,S,?,?,?,0
3.0,male,32.0,0.0,0.0,'SOTON/O.Q. 392078',08.05,E10,S,9,?,?,1
3.0,male,?,0.0,0.0,'349227',7.8958,?,S,?,?,?,0
3.0,male,17.0,0.0,0.0,'315095',8.6625,?,S,?,?,?,0
3.0,male,24.0,0.0,0.0,'315092',8.6625,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'349223',7.8958,?,S,?,?,?,0
3.0,female,?,0.0,0.0,'65305',8.1125,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'2629',7.2292,?,C,?,?,?,0
3.0,male,?,0.0,0.0,'362316',7.25,?,S,?,?,?,0
3.0,male,38.0,0.0,0.0,'349249',7.8958,?,S,?,?,?,0
3.0,male,21.0,0.0,0.0,'342684',08.05,?,S,?,?,?,0
3.0,male,10.0,4.0,1.0,'382652',29.125,?,Q,?,?,?,0
3.0,male,4.0,4.0,1.0,'382652',29.125,?,Q,?,?,?,0
3.0,male,7.0,4.0,1.0,'382652',29.125,?,Q,?,?,?,0
3.0,male,2.0,4.0,1.0,'382652',29.125,?,Q,?,?,?,0
3.0,male,8.0,4.0,1.0,'382652',29.125,?,Q,?,?,?,0
3.0,female,39.0,0.0,5.0,'382652',29.125,?,Q,?,327.0,?,0
3.0,female,22.0,0.0,0.0,'3101295',39.6875,?,S,?,?,?,0
3.0,male,35.0,0.0,0.0,'STON/O 2. 3101273',7.125,?,S,?,?,?,0
3.0,female,?,0.0,0.0,'334915',7.7208,?,Q,13,?,?,1
3.0,male,?,0.0,0.0,'364498',14.5,?,S,?,?,?,0
3.0,female,?,0.0,0.0,'364498',14.5,?,S,?,?,?,0
3.0,male,50.0,1.0,0.0,'A/5. 3337',14.5,?,S,?,119.0,?,0
3.0,female,47.0,1.0,0.0,'A/5. 3337',14.5,?,S,?,7.0,?,0
3.0,male,?,0.0,0.0,'S.C./A.4. 23567',08.05,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'312993',7.775,?,S,?,?,?,0
3.0,female,2.0,1.0,1.0,'370129',20.2125,?,S,?,?,?,0
3.0,male,18.0,1.0,1.0,'370129',20.2125,?,S,?,?,?,0
3.0,female,41.0,0.0,2.0,'370129',20.2125,?,S,?,?,?,0
3.0,female,?,0.0,0.0,'342712',08.05,?,S,C,?,?,1
3.0,male,50.0,0.0,0.0,'A/5 3594',08.05,?,S,?,?,?,0
3.0,male,16.0,0.0,0.0,'A/4. 20589',08.05,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'383162',7.75,?,Q,14,?,?,1
3.0,male,?,0.0,0.0,'371110',24.15,?,Q,?,?,?,0
3.0,male,?,0.0,0.0,'2671',7.2292,?,C,?,?,?,0
3.0,male,25.0,0.0,0.0,'2672',7.225,?,C,?,?,?,0
3.0,male,?,0.0,0.0,'2676',7.225,?,C,?,?,?,0
3.0,male,?,0.0,0.0,'367655',7.7292,?,Q,?,?,?,0
3.0,male,?,0.0,0.0,'LP 1588',7.575,?,S,?,?,?,0
3.0,male,38.5,0.0,0.0,'SOTON/O.Q. 3101262',7.25,?,S,?,32.0,?,0
3.0,male,?,8.0,2.0,'CA. 2343',69.55,?,S,?,?,?,0
3.0,male,14.5,8.0,2.0,'CA. 2343',69.55,?,S,?,67.0,?,0
3.0,female,?,8.0,2.0,'CA. 2343',69.55,?,S,?,?,?,0
3.0,female,?,8.0,2.0,'CA. 2343',69.55,?,S,?,?,?,0
3.0,female,?,8.0,2.0,'CA. 2343',69.55,?,S,?,?,?,0
3.0,female,?,8.0,2.0,'CA. 2343',69.55,?,S,?,?,?,0
3.0,male,?,8.0,2.0,'CA. 2343',69.55,?,S,?,?,?,0
3.0,male,?,8.0,2.0,'CA. 2343',69.55,?,S,?,?,?,0
3.0,male,?,8.0,2.0,'CA. 2343',69.55,?,S,?,?,?,0
3.0,male,?,1.0,9.0,'CA. 2343',69.55,?,S,?,?,?,0
3.0,female,?,1.0,9.0,'CA. 2343',69.55,?,S,?,?,?,0
3.0,male,24.0,0.0,0.0,'7266',9.325,?,S,?,?,?,0
3.0,female,21.0,0.0,0.0,'343120',7.65,?,S,C,?,?,1
3.0,male,39.0,0.0,0.0,'3101296',7.925,?,S,?,?,?,0
3.0,male,?,2.0,0.0,'2662',21.6792,?,C,?,?,?,0
3.0,male,?,2.0,0.0,'2662',21.6792,?,C,?,?,?,0
3.0,male,?,2.0,0.0,'2662',21.6792,?,C,?,?,?,0
3.0,female,1.0,1.0,1.0,'PP 9549',16.7,G6,S,13,?,?,1
3.0,female,24.0,0.0,2.0,'PP 9549',16.7,G6,S,13,?,?,1
3.0,female,4.0,1.0,1.0,'PP 9549',16.7,G6,S,13,?,?,1
3.0,male,25.0,0.0,0.0,'345768',9.5,?,S,11,?,?,1
3.0,male,20.0,0.0,0.0,'A/5. 2151',08.05,?,S,?,?,?,0
3.0,male,24.5,0.0,0.0,'342826',08.05,?,S,?,284.0,?,0
3.0,male,?,0.0,0.0,'36209',7.725,?,Q,?,?,?,0
3.0,male,?,0.0,0.0,'349222',7.8958,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'370374',7.75,?,Q,?,?,?,0
3.0,male,29.0,0.0,0.0,'345779',9.5,?,S,11,?,?,1
3.0,male,?,0.0,0.0,'C.A. 6212',15.1,?,S,?,?,?,0
3.0,female,?,0.0,0.0,'330968',7.7792,?,Q,?,?,?,1
3.0,male,?,0.0,0.0,'374910',08.05,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'SOTON/OQ 392082',08.05,?,S,?,?,?,0
3.0,male,22.0,0.0,0.0,'2669',7.2292,?,C,?,?,?,0
3.0,male,?,0.0,0.0,'392092',08.05,?,S,?,?,?,0
3.0,male,40.0,0.0,0.0,'349251',7.8958,?,S,?,?,?,0
3.0,male,21.0,0.0,0.0,'STON/O 2. 3101280',7.925,?,S,?,?,?,0
3.0,female,18.0,0.0,0.0,'3101265',7.4958,?,S,16,?,?,1
